user_id,age,interest_category
735040,52.0,Nature & Wildlife
899458,,
839097,59.0,4WD & Off-Road
918061,29.0,4WD & Off-Road
922298,58.0,
411474,,
481072,,
478667,58.0,Cultural Tours
927003,58.0,Nature & Wildlife
345983,26.0,Hop-On Hop-Off Tours
251998,60.0,Wine Tasting
497034,27.0,4WD & Off-Road
269235,56.0,Cruises & Water Tours
483768,33.0,4WD & Off-Road
238673,,
251229,26.0,4WD & Off-Road
179086,60.0,Hop-On Hop-Off Tours
958560,45.0,Cultural Tours
811673,50.0,Wine Tasting
404246,58.0,Cultural Tours
686293,64.0,4WD & Off-Road
886432,,
110715,26.0,
281174,49.0,Hop-On Hop-Off Tours
245462,38.0,Nature & Wildlife
559837,29.0,4WD & Off-Road
388789,22.0,4WD & Off-Road
740105,35.0,Cultural Tours
337206,64.0,Wine Tasting
288224,,
546025,,
850404,47.0,Cruises & Water Tours
187765,41.0,Wine Tasting
425736,35.0,Nature & Wildlife
104777,30.0,Nature & Wildlife
469320,18.0,Nature & Wildlife
542374,23.0,4WD & Off-Road
233575,59.0,4WD & Off-Road
102791,,
137364,19.0,4WD & Off-Road
822393,54.0,
690533,34.0,4WD & Off-Road
746535,38.0,Cultural Tours
666206,20.0,Cultural Tours
930896,56.0,Nature & Wildlife
275790,44.0,Cruises & Water Tours
604175,31.0,Cultural Tours
348276,32.0,Cultural Tours
527477,,
794325,25.0,
263453,22.0,Nature & Wildlife
430152,49.0,Cultural Tours
244595,54.0,
748776,55.0,Hop-On Hop-Off Tours
408084,35.0,4WD & Off-Road
363225,,
256932,24.0,4WD & Off-Road
204588,20.0,Hop-On Hop-Off Tours
266957,33.0,Wine Tasting
259354,20.0,Wine Tasting
312998,29.0,Wine Tasting
238659,26.0,4WD & Off-Road
358468,55.0,Nature & Wildlife
896770,,
390836,24.0,4WD & Off-Road
985159,25.0,4WD & Off-Road
356732,25.0,4WD & Off-Road
372517,,
194878,,
846105,19.0,
227271,43.0,Cultural Tours
724912,56.0,Hop-On Hop-Off Tours
219022,58.0,Cultural Tours
407403,61.0,Hop-On Hop-Off Tours
917187,,
957289,51.0,Cultural Tours
929186,33.0,4WD & Off-Road
419296,51.0,Cruises & Water Tours
346984,44.0,Nature & Wildlife
827556,,
657180,,
781659,59.0,
443436,55.0,4WD & Off-Road
908640,63.0,Nature & Wildlife
684088,26.0,4WD & Off-Road
649491,50.0,Cruises & Water Tours
586467,45.0,
679729,31.0,4WD & Off-Road
575790,63.0,4WD & Off-Road
624122,46.0,4WD & Off-Road
426320,35.0,Wine Tasting
451485,62.0,Nature & Wildlife
971365,,
815182,24.0,
857367,24.0,Cultural Tours
253944,39.0,4WD & Off-Road
381629,49.0,4WD & Off-Road
730599,,
227352,64.0,Cultural Tours
965954,52.0,Cruises & Water Tours
773782,,
359435,49.0,
115553,53.0,Nature & Wildlife
257413,44.0,Cultural Tours
516010,57.0,Cruises & Water Tours
100043,51.0,Cultural Tours
209790,21.0,4WD & Off-Road
792914,36.0,Wine Tasting
391282,56.0,Cruises & Water Tours
200990,33.0,
421204,,
207574,42.0,Nature & Wildlife
346100,32.0,Wine Tasting
339401,34.0,4WD & Off-Road
976034,49.0,Cruises & Water Tours
284567,26.0,Cultural Tours
221028,50.0,Cultural Tours
711973,43.0,Hop-On Hop-Off Tours
342920,56.0,4WD & Off-Road
707507,62.0,Nature & Wildlife
940033,62.0,Cruises & Water Tours
938254,28.0,
558923,,
496867,45.0,
270203,22.0,Hop-On Hop-Off Tours
863162,35.0,4WD & Off-Road
491753,28.0,4WD & Off-Road
204546,63.0,4WD & Off-Road
518515,24.0,4WD & Off-Road
576488,,
534513,23.0,4WD & Off-Road
878032,,
351232,36.0,Nature & Wildlife
967435,37.0,
785075,,
653628,18.0,4WD & Off-Road
915504,,
254776,44.0,Cultural Tours
232789,31.0,4WD & Off-Road
322476,55.0,Nature & Wildlife
471398,21.0,Nature & Wildlife
364267,45.0,Hop-On Hop-Off Tours
293384,,
328079,18.0,Nature & Wildlife
218294,,
991646,54.0,Cultural Tours
651991,48.0,Cultural Tours
499741,19.0,Cultural Tours
906340,18.0,4WD & Off-Road
221980,23.0,4WD & Off-Road
805842,50.0,Cultural Tours
313712,60.0,Cultural Tours
708538,,
371928,43.0,Cruises & Water Tours
150625,60.0,4WD & Off-Road
666292,21.0,Nature & Wildlife
668681,34.0,4WD & Off-Road
235781,54.0,
484893,34.0,4WD & Off-Road
239626,,
868884,31.0,
855272,30.0,Hop-On Hop-Off Tours
379317,39.0,
109829,37.0,4WD & Off-Road
247056,59.0,4WD & Off-Road
916320,58.0,Cultural Tours
883867,46.0,4WD & Off-Road
735424,63.0,Cultural Tours
507341,61.0,Cultural Tours
788009,25.0,Nature & Wildlife
624961,43.0,Cruises & Water Tours
227962,51.0,4WD & Off-Road
544870,50.0,
803764,61.0,Nature & Wildlife
932496,39.0,Nature & Wildlife
643007,57.0,
643123,,
935725,,
608318,37.0,
623967,43.0,Cultural Tours
108698,,
357149,37.0,4WD & Off-Road
137247,18.0,Hop-On Hop-Off Tours
390751,33.0,4WD & Off-Road
654113,46.0,4WD & Off-Road
391289,49.0,Hop-On Hop-Off Tours
135471,30.0,4WD & Off-Road
615690,,
725324,,
302205,50.0,Cruises & Water Tours
872154,41.0,Cultural Tours
587595,53.0,4WD & Off-Road
923455,48.0,Cruises & Water Tours
882007,,
167923,61.0,Cultural Tours
208462,50.0,4WD & Off-Road
528631,29.0,
614146,29.0,4WD & Off-Road
476339,,
454930,,
361925,33.0,Cultural Tours
236593,34.0,Nature & Wildlife
761338,,
193670,,
600395,,
582669,48.0,Wine Tasting
289135,33.0,4WD & Off-Road
837735,50.0,
814668,47.0,4WD & Off-Road
572766,,
190097,,
364328,24.0,Nature & Wildlife
921070,,
179401,24.0,4WD & Off-Road
706760,37.0,4WD & Off-Road
718539,36.0,
471007,,
169935,,
674345,32.0,Nature & Wildlife
754821,60.0,Cruises & Water Tours
415644,26.0,4WD & Off-Road
777432,57.0,4WD & Off-Road
269394,35.0,4WD & Off-Road
633146,23.0,Cultural Tours
606947,,
624481,,
864844,,
455357,25.0,
954545,28.0,4WD & Off-Road
412818,45.0,Nature & Wildlife
796893,,
332914,35.0,4WD & Off-Road
129559,21.0,4WD & Off-Road
474594,,
484649,62.0,Cruises & Water Tours
168897,34.0,
385593,33.0,
834593,64.0,Hop-On Hop-Off Tours
413400,47.0,Cultural Tours
410179,63.0,Wine Tasting
990518,60.0,Cruises & Water Tours
154746,,
860012,56.0,Cultural Tours
146826,49.0,4WD & Off-Road
302075,18.0,4WD & Off-Road
584571,42.0,Wine Tasting
848173,,
164032,61.0,Wine Tasting
607335,59.0,4WD & Off-Road
233833,58.0,4WD & Off-Road
351151,56.0,4WD & Off-Road
270920,30.0,4WD & Off-Road
812377,,
468054,48.0,Nature & Wildlife
542009,27.0,4WD & Off-Road
181378,39.0,4WD & Off-Road
769833,47.0,Nature & Wildlife
474415,56.0,
967288,48.0,Cruises & Water Tours
240789,61.0,Cruises & Water Tours
125583,51.0,Cultural Tours
418135,,
992566,20.0,
462267,18.0,Cultural Tours
924431,54.0,Cruises & Water Tours
549913,48.0,Hop-On Hop-Off Tours
533631,56.0,
685729,53.0,4WD & Off-Road
847220,50.0,Wine Tasting
337817,22.0,Nature & Wildlife
472494,24.0,Hop-On Hop-Off Tours
376265,33.0,Nature & Wildlife
648622,26.0,4WD & Off-Road
836601,,
718286,45.0,Nature & Wildlife
161433,50.0,4WD & Off-Road
759944,30.0,Cultural Tours
619154,,
398330,35.0,4WD & Off-Road
345129,57.0,Wine Tasting
798303,24.0,Nature & Wildlife
798875,18.0,
585641,31.0,
220003,58.0,Nature & Wildlife
282250,,
706299,49.0,Wine Tasting
507777,42.0,Cultural Tours
698072,55.0,Cultural Tours
496623,50.0,Nature & Wildlife
147968,58.0,4WD & Off-Road
898588,26.0,4WD & Off-Road
456303,61.0,Cultural Tours
474026,,
639092,,
542821,56.0,Cultural Tours
950090,,
624127,25.0,4WD & Off-Road
128315,38.0,4WD & Off-Road
746974,43.0,Cultural Tours
533343,42.0,Cultural Tours
561428,,
763898,63.0,Nature & Wildlife
758256,,
325669,51.0,Wine Tasting
484208,58.0,Cruises & Water Tours
186906,31.0,4WD & Off-Road
314331,28.0,
346087,40.0,Cultural Tours
123703,18.0,4WD & Off-Road
122915,48.0,Cultural Tours
554276,59.0,Cultural Tours
229142,,
979381,,
475719,40.0,Wine Tasting
577756,53.0,Wine Tasting
712060,,
151413,34.0,4WD & Off-Road
251043,31.0,Wine Tasting
983511,18.0,
908015,48.0,Wine Tasting
711995,19.0,4WD & Off-Road
370332,,
151382,35.0,Nature & Wildlife
344897,22.0,4WD & Off-Road
900988,21.0,4WD & Off-Road
578238,61.0,Nature & Wildlife
845990,39.0,4WD & Off-Road
625684,26.0,4WD & Off-Road
665859,,
260474,34.0,Cultural Tours
446342,26.0,4WD & Off-Road
665632,56.0,Nature & Wildlife
464254,,
276481,,
468093,48.0,4WD & Off-Road
702730,25.0,Nature & Wildlife
416763,24.0,Wine Tasting
166549,,
677778,27.0,4WD & Off-Road
493587,,
484647,59.0,Cultural Tours
565771,,
950905,46.0,Cruises & Water Tours
471107,57.0,Cultural Tours
346112,41.0,4WD & Off-Road
663552,39.0,Nature & Wildlife
487373,29.0,4WD & Off-Road
623025,50.0,4WD & Off-Road
440102,57.0,Cultural Tours
656187,,
278361,,
458663,32.0,4WD & Off-Road
328895,42.0,Cruises & Water Tours
646689,60.0,Cultural Tours
353937,,
222616,63.0,Wine Tasting
587825,28.0,Hop-On Hop-Off Tours
734615,49.0,Hop-On Hop-Off Tours
820330,,
451212,,
462725,60.0,Hop-On Hop-Off Tours
764452,46.0,
283188,36.0,4WD & Off-Road
979401,28.0,Nature & Wildlife
206279,31.0,Hop-On Hop-Off Tours
853133,21.0,4WD & Off-Road
420128,41.0,Cultural Tours
532341,43.0,Cultural Tours
579616,,
675902,19.0,Cultural Tours
254467,,
939357,55.0,Cultural Tours
903705,54.0,Wine Tasting
494217,30.0,Wine Tasting
806734,34.0,Hop-On Hop-Off Tours
609387,,
516610,30.0,Cultural Tours
961374,52.0,Wine Tasting
575930,38.0,4WD & Off-Road
638271,24.0,Cultural Tours
466366,33.0,4WD & Off-Road
507427,38.0,
462594,24.0,Hop-On Hop-Off Tours
419098,52.0,Cultural Tours
475804,64.0,Cultural Tours
759218,22.0,
374613,21.0,Nature & Wildlife
493332,,
911666,23.0,Cultural Tours
659570,25.0,Cultural Tours
245449,30.0,Wine Tasting
588596,35.0,4WD & Off-Road
446794,18.0,4WD & Off-Road
930597,44.0,Cultural Tours
946683,25.0,Nature & Wildlife
512713,48.0,Cultural Tours
877462,30.0,Nature & Wildlife
931034,63.0,Hop-On Hop-Off Tours
674945,25.0,Nature & Wildlife
301409,64.0,Cultural Tours
765794,,
452033,61.0,Nature & Wildlife
761031,18.0,Hop-On Hop-Off Tours
918376,25.0,Nature & Wildlife
959895,,
856754,62.0,
470828,28.0,Cultural Tours
994180,54.0,Wine Tasting
306026,19.0,
339730,57.0,
636924,,
495886,25.0,Cultural Tours
249675,63.0,Hop-On Hop-Off Tours
786933,42.0,Cultural Tours
228111,43.0,Wine Tasting
396894,28.0,4WD & Off-Road
416327,58.0,Cruises & Water Tours
146929,36.0,Nature & Wildlife
981588,21.0,4WD & Off-Road
669204,,
467510,,
865663,,
708117,55.0,
267390,47.0,Hop-On Hop-Off Tours
406019,43.0,Cruises & Water Tours
923193,55.0,Nature & Wildlife
869402,37.0,4WD & Off-Road
821721,58.0,Nature & Wildlife
774509,54.0,Wine Tasting
734038,18.0,4WD & Off-Road
917952,,
320249,52.0,Cultural Tours
762185,,
945086,41.0,Nature & Wildlife
420408,59.0,4WD & Off-Road
270201,50.0,Nature & Wildlife
283475,,
861038,,
604783,51.0,Cultural Tours
208820,,
769820,64.0,4WD & Off-Road
104287,45.0,Cultural Tours
493898,58.0,Cultural Tours
761344,61.0,Cultural Tours
130371,31.0,
297685,33.0,4WD & Off-Road
704920,43.0,Nature & Wildlife
740299,62.0,
976677,34.0,4WD & Off-Road
751322,33.0,Wine Tasting
688536,,
519123,,
557287,50.0,Cultural Tours
751709,,
649729,63.0,Cultural Tours
181063,,
303932,51.0,
321149,,
930720,64.0,
560634,38.0,Cultural Tours
769612,,
363855,21.0,Hop-On Hop-Off Tours
757894,41.0,Hop-On Hop-Off Tours
636828,40.0,Cultural Tours
365898,28.0,4WD & Off-Road
856189,63.0,Cultural Tours
495429,38.0,4WD & Off-Road
540073,32.0,Nature & Wildlife
365830,38.0,4WD & Off-Road
704633,46.0,Wine Tasting
549883,23.0,4WD & Off-Road
504556,,
550462,,
579780,31.0,Cultural Tours
365306,41.0,4WD & Off-Road
364989,61.0,
796198,21.0,Hop-On Hop-Off Tours
511234,21.0,4WD & Off-Road
721596,56.0,4WD & Off-Road
251844,47.0,Nature & Wildlife
794484,49.0,
414112,55.0,Cruises & Water Tours
386402,36.0,Nature & Wildlife
788732,43.0,Cultural Tours
702874,19.0,4WD & Off-Road
238890,62.0,Wine Tasting
408876,,
401771,52.0,Cultural Tours
748248,58.0,Nature & Wildlife
360075,62.0,Cruises & Water Tours
944923,51.0,4WD & Off-Road
752573,,
182637,38.0,Nature & Wildlife
103283,40.0,Wine Tasting
401590,49.0,Hop-On Hop-Off Tours
790494,51.0,Cultural Tours
250566,44.0,Nature & Wildlife
792130,25.0,Nature & Wildlife
993285,39.0,Wine Tasting
558428,,
761878,60.0,Cruises & Water Tours
107127,,
772383,,
620074,58.0,Hop-On Hop-Off Tours
167138,,
950889,43.0,Wine Tasting
305229,47.0,Nature & Wildlife
446823,60.0,Nature & Wildlife
275206,,
979835,40.0,Nature & Wildlife
408645,31.0,4WD & Off-Road
742290,46.0,4WD & Off-Road
293975,22.0,Nature & Wildlife
611247,24.0,4WD & Off-Road
833589,26.0,4WD & Off-Road
347606,57.0,
596853,,
902182,41.0,Cultural Tours
624281,33.0,Nature & Wildlife
718426,,
559702,48.0,Cultural Tours
978522,,
421942,52.0,Cruises & Water Tours
858263,52.0,4WD & Off-Road
575818,39.0,4WD & Off-Road
445519,23.0,4WD & Off-Road
231347,,
221179,39.0,4WD & Off-Road
928911,47.0,Cultural Tours
424053,28.0,Hop-On Hop-Off Tours
882068,22.0,
345706,21.0,4WD & Off-Road
801571,43.0,4WD & Off-Road
386326,,
218675,63.0,Cruises & Water Tours
524691,,
581390,54.0,Hop-On Hop-Off Tours
855990,28.0,Hop-On Hop-Off Tours
502885,56.0,
851554,56.0,Nature & Wildlife
654310,,
593909,45.0,Wine Tasting
793769,19.0,4WD & Off-Road
767830,,
585363,23.0,4WD & Off-Road
564987,25.0,4WD & Off-Road
278515,50.0,Hop-On Hop-Off Tours
844632,18.0,Wine Tasting
999886,59.0,Cultural Tours
968853,56.0,
166180,55.0,
802596,42.0,Cultural Tours
321803,34.0,Cultural Tours
659204,18.0,4WD & Off-Road
245689,46.0,Cruises & Water Tours
604927,46.0,Nature & Wildlife
174443,30.0,4WD & Off-Road
787089,22.0,
568494,44.0,4WD & Off-Road
494828,54.0,Cruises & Water Tours
606649,20.0,4WD & Off-Road
778431,,
610471,37.0,4WD & Off-Road
674542,28.0,4WD & Off-Road
730484,,
342285,21.0,4WD & Off-Road
558585,49.0,
319167,23.0,4WD & Off-Road
709589,47.0,
956776,21.0,4WD & Off-Road
776882,27.0,Nature & Wildlife
116165,64.0,Hop-On Hop-Off Tours
635335,58.0,
615181,27.0,4WD & Off-Road
236430,52.0,Cultural Tours
946684,,
504673,32.0,Nature & Wildlife
319830,36.0,Wine Tasting
306218,61.0,Cultural Tours
591711,64.0,Hop-On Hop-Off Tours
419976,22.0,4WD & Off-Road
517524,28.0,4WD & Off-Road
305969,,
195189,38.0,
169564,,
235360,29.0,Cultural Tours
235603,,
437298,38.0,4WD & Off-Road
122551,28.0,4WD & Off-Road
518205,,
351444,59.0,
916683,21.0,Nature & Wildlife
840518,23.0,
582952,26.0,Wine Tasting
507745,40.0,Cultural Tours
954264,50.0,4WD & Off-Road
598954,,
630576,39.0,Wine Tasting
377470,37.0,Nature & Wildlife
715946,26.0,Cultural Tours
135003,,
455797,35.0,4WD & Off-Road
489933,38.0,4WD & Off-Road
547302,61.0,Nature & Wildlife
674425,57.0,Nature & Wildlife
644651,22.0,Cultural Tours
667312,49.0,
958042,56.0,
599834,54.0,Cultural Tours
664385,40.0,Wine Tasting
233515,50.0,Nature & Wildlife
721927,20.0,Cultural Tours
490166,,
136252,40.0,Cruises & Water Tours
724109,,
288935,40.0,Cruises & Water Tours
918892,50.0,Cruises & Water Tours
937073,,
879343,21.0,Hop-On Hop-Off Tours
503071,60.0,
766071,30.0,4WD & Off-Road
262243,,
224375,58.0,Hop-On Hop-Off Tours
618174,38.0,Wine Tasting
633660,61.0,Nature & Wildlife
524713,41.0,Wine Tasting
589828,43.0,Nature & Wildlife
397779,43.0,Hop-On Hop-Off Tours
380431,40.0,Nature & Wildlife
594914,,
777691,19.0,Nature & Wildlife
914619,55.0,Wine Tasting
821009,36.0,4WD & Off-Road
549573,37.0,4WD & Off-Road
520953,56.0,
949786,,
686436,,
908225,23.0,4WD & Off-Road
683528,32.0,Cultural Tours
614491,43.0,Wine Tasting
294136,29.0,Cultural Tours
802886,44.0,
882286,44.0,Hop-On Hop-Off Tours
226767,42.0,Wine Tasting
952948,,
961588,,
150812,43.0,4WD & Off-Road
417835,23.0,
481109,36.0,4WD & Off-Road
556298,32.0,
376264,41.0,Hop-On Hop-Off Tours
433223,54.0,Cultural Tours
653206,,
534607,25.0,4WD & Off-Road
192364,50.0,Cultural Tours
470493,43.0,4WD & Off-Road
947244,36.0,Nature & Wildlife
456403,,
759089,,
118127,,
678342,,
809780,55.0,Cultural Tours
949462,,
746240,21.0,Nature & Wildlife
730611,44.0,Cultural Tours
506100,26.0,
897915,24.0,Nature & Wildlife
855927,,
712830,44.0,Nature & Wildlife
577192,,
470945,34.0,Nature & Wildlife
546153,21.0,4WD & Off-Road
152080,,
374403,57.0,4WD & Off-Road
952237,58.0,Cultural Tours
874417,38.0,Hop-On Hop-Off Tours
736792,53.0,Hop-On Hop-Off Tours
203299,,
935435,59.0,Nature & Wildlife
478849,,
130117,,
854896,53.0,Wine Tasting
262991,52.0,Nature & Wildlife
780064,40.0,Cultural Tours
570312,24.0,4WD & Off-Road
209486,35.0,4WD & Off-Road
678812,49.0,
383166,38.0,4WD & Off-Road
508176,33.0,4WD & Off-Road
612679,47.0,Cultural Tours
746751,60.0,4WD & Off-Road
550072,,
631515,,
472032,63.0,Cruises & Water Tours
186192,53.0,Wine Tasting
252232,60.0,4WD & Off-Road
622638,,
408824,21.0,Nature & Wildlife
620653,59.0,4WD & Off-Road
282312,36.0,4WD & Off-Road
420431,62.0,
727418,45.0,Cultural Tours
563077,29.0,4WD & Off-Road
791010,,
921472,,
811206,34.0,Cultural Tours
724306,38.0,4WD & Off-Road
522654,29.0,4WD & Off-Road
441536,,
466308,57.0,Nature & Wildlife
194543,30.0,
587248,39.0,Cultural Tours
285283,25.0,
780410,55.0,Cultural Tours
224454,59.0,
458478,,
791141,40.0,4WD & Off-Road
346935,36.0,
248746,59.0,Wine Tasting
965270,32.0,4WD & Off-Road
674728,20.0,4WD & Off-Road
371294,54.0,Cultural Tours
343155,,
261181,,
254711,23.0,
161219,31.0,Nature & Wildlife
739365,63.0,Cruises & Water Tours
353345,51.0,4WD & Off-Road
533856,47.0,
828556,37.0,4WD & Off-Road
847847,,
638816,,
892691,,
759529,49.0,
994069,38.0,4WD & Off-Road
929669,36.0,Hop-On Hop-Off Tours
924596,,
224563,48.0,Nature & Wildlife
482623,19.0,
492826,,
914706,39.0,
872738,40.0,4WD & Off-Road
635358,,
392806,,
117904,51.0,Nature & Wildlife
528265,33.0,4WD & Off-Road
711541,,
659079,59.0,Cruises & Water Tours
365458,29.0,Hop-On Hop-Off Tours
938426,19.0,Cultural Tours
750830,,
792416,23.0,Nature & Wildlife
770750,40.0,Cruises & Water Tours
471404,54.0,Cruises & Water Tours
473405,35.0,4WD & Off-Road
217419,,
575875,32.0,4WD & Off-Road
927078,26.0,Hop-On Hop-Off Tours
243923,62.0,Cultural Tours
128928,,
548209,25.0,
266704,19.0,4WD & Off-Road
659735,56.0,Hop-On Hop-Off Tours
673865,53.0,Cruises & Water Tours
183831,22.0,4WD & Off-Road
501476,34.0,4WD & Off-Road
913824,45.0,4WD & Off-Road
425835,37.0,Hop-On Hop-Off Tours
622206,60.0,Nature & Wildlife
510026,,
124993,,
406784,,
901278,57.0,Hop-On Hop-Off Tours
692130,60.0,Cultural Tours
274360,53.0,Nature & Wildlife
155059,,
324905,40.0,Hop-On Hop-Off Tours
585241,64.0,4WD & Off-Road
948320,60.0,4WD & Off-Road
905018,44.0,Cultural Tours
293900,40.0,
785479,,
314017,64.0,Cultural Tours
775105,,
909391,55.0,Nature & Wildlife
463322,43.0,4WD & Off-Road
498599,,
711016,25.0,Nature & Wildlife
291571,27.0,4WD & Off-Road
307958,56.0,Cultural Tours
661337,29.0,
117870,,
426386,41.0,
662874,56.0,4WD & Off-Road
310532,31.0,
712428,33.0,Wine Tasting
149334,60.0,Nature & Wildlife
339941,53.0,
763600,41.0,Cultural Tours
222351,,
335236,58.0,Wine Tasting
146403,,
395653,47.0,Nature & Wildlife
520217,18.0,Nature & Wildlife
792709,62.0,Hop-On Hop-Off Tours
201752,51.0,Cruises & Water Tours
578693,56.0,Cruises & Water Tours
828046,64.0,Cultural Tours
469802,38.0,Nature & Wildlife
226883,57.0,Nature & Wildlife
244485,29.0,Hop-On Hop-Off Tours
387557,18.0,
153994,52.0,Cultural Tours
488629,30.0,4WD & Off-Road
407044,61.0,Cultural Tours
144970,55.0,Hop-On Hop-Off Tours
233742,26.0,
720407,25.0,Hop-On Hop-Off Tours
730676,33.0,4WD & Off-Road
948652,54.0,
844322,51.0,
741630,26.0,Hop-On Hop-Off Tours
596321,58.0,4WD & Off-Road
427629,,
138115,50.0,Wine Tasting
405694,41.0,Cruises & Water Tours
246438,29.0,4WD & Off-Road
329893,49.0,Cultural Tours
446468,20.0,4WD & Off-Road
108459,61.0,Cultural Tours
760748,21.0,4WD & Off-Road
267959,62.0,Cruises & Water Tours
404522,61.0,Cruises & Water Tours
762939,63.0,Cruises & Water Tours
234352,36.0,4WD & Off-Road
349373,,
424258,24.0,Hop-On Hop-Off Tours
963729,56.0,Hop-On Hop-Off Tours
306514,31.0,Nature & Wildlife
564181,50.0,Nature & Wildlife
453454,39.0,4WD & Off-Road
191279,18.0,Cultural Tours
600870,,
144075,46.0,4WD & Off-Road
148994,56.0,Cultural Tours
143962,,
295980,50.0,Wine Tasting
743825,44.0,4WD & Off-Road
567337,44.0,Cruises & Water Tours
247684,27.0,Nature & Wildlife
811958,43.0,Nature & Wildlife
384032,18.0,Cultural Tours
859388,53.0,Cultural Tours
345908,35.0,4WD & Off-Road
298050,50.0,Wine Tasting
953451,41.0,Hop-On Hop-Off Tours
446244,35.0,Wine Tasting
328325,46.0,Wine Tasting
384778,21.0,4WD & Off-Road
267179,63.0,Nature & Wildlife
996258,,
540387,49.0,
689945,,
360333,27.0,4WD & Off-Road
709895,56.0,
906554,34.0,4WD & Off-Road
255629,47.0,Cruises & Water Tours
993618,60.0,Cultural Tours
376449,44.0,Cultural Tours
798749,35.0,4WD & Off-Road
844949,,
155161,48.0,4WD & Off-Road
988146,18.0,4WD & Off-Road
380749,51.0,Hop-On Hop-Off Tours
253334,22.0,4WD & Off-Road
303089,56.0,Cultural Tours
849242,,
810274,18.0,4WD & Off-Road
453780,53.0,Cultural Tours
995706,34.0,
379745,34.0,4WD & Off-Road
759319,,
351755,37.0,Wine Tasting
351120,,
705074,28.0,Cultural Tours
190593,45.0,Cultural Tours
510236,45.0,Wine Tasting
487014,49.0,Cultural Tours
173210,32.0,Cultural Tours
757507,24.0,Hop-On Hop-Off Tours
758455,48.0,Cruises & Water Tours
673343,35.0,Nature & Wildlife
287801,46.0,
540173,23.0,4WD & Off-Road
371731,46.0,Hop-On Hop-Off Tours
480753,42.0,4WD & Off-Road
581366,30.0,4WD & Off-Road
355661,41.0,
232643,,
503020,41.0,Cultural Tours
479015,50.0,
296148,46.0,Hop-On Hop-Off Tours
514283,21.0,Wine Tasting
113755,40.0,Nature & Wildlife
633477,52.0,Cultural Tours
861188,23.0,4WD & Off-Road
867622,33.0,4WD & Off-Road
198457,60.0,Nature & Wildlife
930310,52.0,Wine Tasting
669624,36.0,4WD & Off-Road
953333,51.0,Hop-On Hop-Off Tours
608961,36.0,
979461,,
723947,,
410777,33.0,4WD & Off-Road
911048,47.0,4WD & Off-Road
786490,36.0,4WD & Off-Road
432673,40.0,4WD & Off-Road
830213,49.0,Cultural Tours
142232,39.0,4WD & Off-Road
561043,38.0,4WD & Off-Road
718401,24.0,Hop-On Hop-Off Tours
795862,57.0,Cruises & Water Tours
760639,34.0,4WD & Off-Road
317302,26.0,4WD & Off-Road
160391,64.0,Nature & Wildlife
351261,,
539456,28.0,Cultural Tours
228673,34.0,Wine Tasting
653198,63.0,Nature & Wildlife
235081,64.0,Cultural Tours
417822,49.0,4WD & Off-Road
789708,42.0,Cultural Tours
456024,64.0,Cruises & Water Tours
135797,38.0,4WD & Off-Road
662083,28.0,4WD & Off-Road
943398,,
152693,53.0,Nature & Wildlife
302353,31.0,4WD & Off-Road
409847,58.0,4WD & Off-Road
909489,,
487723,42.0,Cruises & Water Tours
165550,23.0,
906907,,
945273,32.0,4WD & Off-Road
471470,50.0,4WD & Off-Road
246020,52.0,Nature & Wildlife
295435,,
907856,46.0,
190484,52.0,Wine Tasting
854403,60.0,Wine Tasting
698026,40.0,
156507,,
740480,55.0,Nature & Wildlife
841948,,
855491,53.0,Hop-On Hop-Off Tours
921219,48.0,Nature & Wildlife
278788,46.0,Wine Tasting
657094,,
402784,53.0,Wine Tasting
127789,59.0,
135180,39.0,4WD & Off-Road
420991,,
418037,45.0,4WD & Off-Road
634756,29.0,4WD & Off-Road
990509,63.0,Cultural Tours
501248,,
168816,,
227004,44.0,Cruises & Water Tours
415647,48.0,Wine Tasting
242985,31.0,4WD & Off-Road
345500,,
342389,25.0,4WD & Off-Road
816214,40.0,Cultural Tours
210183,,
115904,34.0,Cultural Tours
592461,23.0,Hop-On Hop-Off Tours
574729,64.0,Nature & Wildlife
963896,54.0,Cultural Tours
315480,48.0,
339288,39.0,Cultural Tours
401327,39.0,Hop-On Hop-Off Tours
696673,50.0,Cruises & Water Tours
873490,56.0,Wine Tasting
222824,,
818933,21.0,Nature & Wildlife
810662,51.0,
590354,40.0,
447790,39.0,
893046,35.0,4WD & Off-Road
162910,,
299677,55.0,4WD & Off-Road
791103,24.0,4WD & Off-Road
529084,,
310762,46.0,
814273,60.0,
298973,49.0,
868636,46.0,Hop-On Hop-Off Tours
367266,21.0,
310361,,
919548,34.0,4WD & Off-Road
407488,27.0,4WD & Off-Road
218271,52.0,Hop-On Hop-Off Tours
719181,19.0,Nature & Wildlife
994400,29.0,4WD & Off-Road
455485,21.0,Wine Tasting
125145,50.0,Hop-On Hop-Off Tours
746083,55.0,4WD & Off-Road
905062,43.0,Wine Tasting
982493,,
584725,33.0,4WD & Off-Road
994432,22.0,
782340,23.0,
785539,43.0,Cruises & Water Tours
605466,36.0,Wine Tasting
528454,64.0,Wine Tasting
177607,39.0,Nature & Wildlife
430048,24.0,
806673,,
735919,43.0,Nature & Wildlife
146973,30.0,Nature & Wildlife
526538,56.0,4WD & Off-Road
218354,41.0,Wine Tasting
680123,51.0,4WD & Off-Road
455133,,
764253,0.0,
795263,,
895143,,
145925,57.0,Hop-On Hop-Off Tours
705828,43.0,Wine Tasting
